url,video_id,category,creator,topic,priority
https://www.youtube.com/watch?v=MV5vvr8cfNw,MV5vvr8cfNw,AI podcasts,Lex Fridman,pieter-abbeel,1
https://www.youtube.com/watch?v=Gfr50K6cVaY,Gfr50K6cVaY,AI podcasts,Lex Fridman,andrew-bustamante,2
https://www.youtube.com/watch?v=ZPUtA3tN6PE,ZPUtA3tN6PE,AI podcasts,Lex Fridman,david-fravor,2
https://www.youtube.com/watch?v=tYKRiIfQsY0,tYKRiIfQsY0,AI podcasts,Lex Fridman,eliezer-yudkowsky,1
https://www.youtube.com/watch?v=tYINh16Bev4,tYINh16Bev4,AI podcasts,Lex Fridman,gpt4,1
https://www.youtube.com/watch?v=c3bRNN5RJ5U,c3bRNN5RJ5U,AI podcasts,Lex Fridman,ilya-sutskever,1
https://www.youtube.com/watch?v=9ENJfet1lHU,9ENJfet1lHU,AI podcasts,Lex Fridman,garry-tan,2
https://www.youtube.com/watch?v=dNrTrx42N8M,dNrTrx42N8M,AI podcasts,Lex Fridman,george-hotz,2
https://www.youtube.com/watch?v=WAYS-ZHTkzo,WAYS-ZHTkzo,AI podcasts,Lex Fridman,balaji-srinivasan,2
https://www.youtube.com/watch?v=NbOq8UiKJe0,NbOq8UiKJe0,AI podcasts,Lex Fridman,ari-emanuel,2
https://www.youtube.com/watch?v=3t25w27BvdE,3t25w27BvdE,AI podcasts,Lex Fridman,stephen-wolfram,1
https://www.youtube.com/watch?v=DxREm3s61ok,DxREm3s61ok,AI podcasts,Lex Fridman,kimbal-musk,2
https://www.youtube.com/watch?v=V979WdHSqO8,V979WdHSqO8,AI podcasts,Dwarkesh Patel,dario-amodei,1
https://www.youtube.com/watch?v=lXUZvyajciY,lXUZvyajciY,AI podcasts,Dwarkesh Patel,patrick-collison,2
https://www.youtube.com/watch?v=4PaBNEd6SR4,4PaBNEd6SR4,AI podcasts,Stanford Online,nlp,1
https://www.youtube.com/watch?v=vT1Zj5rWpYM,vT1Zj5rWpYM,AI podcasts,Stanford Online,cs224n,1
https://www.youtube.com/watch?v=PaCmpygFfXo,PaCmpygFfXo,AI podcasts,Stanford Online,computer-vision,1
https://www.youtube.com/watch?v=MNIwwo_nZpY,MNIwwo_nZpY,AI podcasts,Stanford Online,deep-learning,1
https://www.youtube.com/watch?v=PySo_6S4ZAg,PySo_6S4ZAg,AI podcasts,Stanford Online,transformers,1
https://www.youtube.com/watch?v=7xTGNNLPyMI,7xTGNNLPyMI,AI podcasts,DeepLearning.AI,deep-learning,1
https://www.youtube.com/watch?v=4b4MUYve_U8,4b4MUYve_U8,AI podcasts,DeepLearning.AI,machine-learning,2
https://www.youtube.com/watch?v=8rXD5yxPHy4,8rXD5yxPHy4,AI podcasts,Lex Fridman,jeff-hawkins,2
https://www.youtube.com/watch?v=UxcO-UsMVYo,UxcO-UsMVYo,AI podcasts,Lex Fridman,sam-harris,2
https://www.youtube.com/watch?v=G42RJ4m0YyI,G42RJ4m0YyI,AI podcasts,Lex Fridman,robert-playter,2
https://www.youtube.com/watch?v=QJ9-ZKhQ7uE,QJ9-ZKhQ7uE,AI podcasts,Lex Fridman,geoffrey-hinton,1
https://www.youtube.com/watch?v=JN3KPFbWCy8,JN3KPFbWCy8,AI podcasts,Lex Fridman,elon-musk,2
https://www.youtube.com/watch?v=IdYYjKkxsB8,IdYYjKkxsB8,AI podcasts,Lex Fridman,sam-altman,2
https://www.youtube.com/watch?v=jvqFAi7vkBc,jvqFAi7vkBc,AI podcasts,Lex Fridman,elon-musk,2
https://www.youtube.com/watch?v=c_cNGegc5zU,c_cNGegc5zU,AI podcasts,Lex Fridman,elon-musk,2
https://www.youtube.com/watch?v=wT8SZV9ogbE,wT8SZV9ogbE,AI podcasts,Lex Fridman,elon-musk,2
https://www.youtube.com/watch?v=0jspaGHBaHA,0jspaGHBaHA,AI podcasts,Dwarkesh Patel,sarah-paine,2
https://www.youtube.com/watch?v=x-ehJTxkQas,x-ehJTxkQas,AI podcasts,Dwarkesh Patel,economics,2
https://www.youtube.com/watch?v=7gKJKHfqejA,7gKJKHfqejA,AI podcasts,Dwarkesh Patel,ai-safety,2
https://www.youtube.com/watch?v=rIpUf-Vy2JA,rIpUf-Vy2JA,AI podcasts,Lex Fridman,richard-feynman,2
https://www.youtube.com/watch?v=GvYYFloRy0o,GvYYFloRy0o,AI podcasts,Lex Fridman,jeff-dean,1
https://www.youtube.com/watch?v=QJ0fUmZSShE,QJ0fUmZSShE,AI podcasts,Lex Fridman,elon-musk,2
https://www.youtube.com/watch?v=YRfjvgnFQx4,YRfjvgnFQx4,AI podcasts,Lex Fridman,science,2
https://www.youtube.com/watch?v=fuejOk0OZBE,fuejOk0OZBE,AI podcasts,Lex Fridman,consciousness,2
https://www.youtube.com/watch?v=rLqwlQZX0KU,rLqwlQZX0KU,AI podcasts,Lex Fridman,mathematics,2
https://www.youtube.com/watch?v=2i2fFBi9N3w,2i2fFBi9N3w,AI podcasts,Lex Fridman,biology,2
https://www.youtube.com/watch?v=Z3_PwvvfxIU,Z3_PwvvfxIU,AI podcasts,Lex Fridman,programming,2
https://www.youtube.com/watch?v=nF_YWdz6X5s,nF_YWdz6X5s,AI podcasts,Lex Fridman,psychology,2
https://www.youtube.com/watch?v=3t2n5UtbnGY,3t2n5UtbnGY,AI podcasts,Lex Fridman,cosmology,2
https://www.youtube.com/watch?v=SGSOCuByo24,SGSOCuByo24,AI podcasts,Lex Fridman,space-exploration,2
https://www.youtube.com/watch?v=rCauH7TFxjI,rCauH7TFxjI,AI podcasts,Lex Fridman,history,3
https://www.youtube.com/watch?v=P6prRXkI5HM,P6prRXkI5HM,AI podcasts,Lex Fridman,literature,3
https://www.youtube.com/watch?v=MoPdEDu9-xI,MoPdEDu9-xI,AI podcasts,Lex Fridman,neuroscience,2
https://www.youtube.com/watch?v=r-fwlvBuyzw,r-fwlvBuyzw,AI podcasts,Lex Fridman,engineering,2
https://www.youtube.com/watch?v=KOwm7CTFn6c,KOwm7CTFn6c,AI podcasts,Lex Fridman,robotics,2
https://www.youtube.com/watch?v=9ztaSRB3p8o,9ztaSRB3p8o,AI podcasts,Lex Fridman,music,3
https://www.youtube.com/watch?v=XkY2DOUCWMU,XkY2DOUCWMU,AI podcasts,Lex Fridman,jeff-bezos,2
https://www.youtube.com/watch?v=7kFeJcDusMs,7kFeJcDusMs,AI podcasts,Lex Fridman,energy,2
https://www.youtube.com/watch?v=CdZN93LkyXc,CdZN93LkyXc,AI podcasts,Lex Fridman,physics,2
https://www.youtube.com/watch?v=Qc2BnGwQzkg,Qc2BnGwQzkg,AI podcasts,Lex Fridman,demis-hassabis,1
https://www.youtube.com/watch?v=1aA1WGNSsMo,1aA1WGNSsMo,AI podcasts,Lex Fridman,free-speech,3
https://www.youtube.com/watch?v=MvYL6EeoUaI,MvYL6EeoUaI,AI podcasts,Lex Fridman,jack-dorsey,2
https://www.youtube.com/watch?v=9NOkEhTNEjY,9NOkEhTNEjY,AI podcasts,Lex Fridman,space,2
https://www.youtube.com/watch?v=CDiqA4SJNpA,CDiqA4SJNpA,AI podcasts,Yannic Kilcher,machine-learning,2
